"","logFC","AveExpr","t","P.Value","adj.P.Val","B","protein","q","-log10p","regulated"
"TMX2",-0.196437320910558,11.3388839448995,-1.64970019400347,0.10872945671412,0.375409609229711,-4.71567917182892,"TMX2",0.2523093406729,0.963652781991607,"no"
"MYLK3",-0.197111811940809,10.5333494753997,-1.16048272531858,0.257658650637791,0.568782457724925,-5.21567831775366,"MYLK3",0.38227345109612,0.588955271944651,"no"
"RANGAP1",-0.197693679058942,10.9580968536194,-0.991571849903077,0.327195484233574,0.635461931262025,-5.61897216103084,"RANGAP1",0.427088111112633,0.485192698845378,"no"
"MESD",-0.198315239573189,9.38257598786682,-0.79703966277516,0.431453295573464,0.719314439388464,-5.63241376090099,"MESD",0.483444609505313,0.365066209386823,"no"
"VTN",-0.199374633335257,13.430674902029,-1.76199954486474,0.0845458335404805,0.33387437201073,-4.68814214478907,"VTN",0.224393890296133,1.07290778978077,"no"
"NOL6",-0.199454808115377,11.0060407480396,-0.94602792470803,0.351644405407839,0.653591055886121,-5.51877083144312,"NOL6",0.439272528795143,0.453896287733959,"no"
"PXN",-0.199678762769491,10.3923322769826,-1.17849710555091,0.246083498013431,0.56074126373485,-5.37982346896172,"PXN",0.376869038678383,0.608917508450781,"no"
"IVD",-0.200619473062158,12.9346047056916,-1.83725361265707,0.0724735302997428,0.308839934194472,-4.56483931336304,"IVD",0.207568475218194,1.13982058299861,"no"
"RPL18",-0.200869253832167,11.1538804698408,-1.53561632666412,0.131310325197395,0.411473644157706,-5.03161467393642,"RPL18",0.276547646382115,0.881701123111217,"no"
"PLGRKT",-0.201061979762493,12.7321946389138,-1.13098773638041,0.263775117196384,0.574582015390815,-5.53773967268446,"PLGRKT",0.386171280386845,0.578766175332465,"no"
"LAMC1",-0.201066312650335,13.5852072565584,-2.50369172409463,0.0158059783475338,0.136842749477297,-3.2894712174334,"LAMC1",0.0919707515407707,1.80117861733245,"no"
"CPOX",-0.202264542775527,10.3501362513334,-1.06524179212757,0.294020616669176,0.599880908255643,-5.47773461939032,"CPOX",0.403174433267178,0.531622215874459,"no"
"DBNL",-0.203081730555734,12.9016488181856,-0.70267468511603,0.486519550078433,0.761359008510936,-5.79488960977625,"DBNL",0.511702377163242,0.31289970355474,"no"
"CBX1",-0.203359149634924,11.1899713769036,-1.22941753336762,0.225727295345883,0.538854205494638,-5.37745756119662,"CBX1",0.362158948424731,0.646415922085938,"no"
"DYNLL2",-0.203359174802848,15.9964851320838,-1.76553403141797,0.0839433865068648,0.33387437201073,-4.68245107936839,"DYNLL2",0.224393890296133,1.07601351413838,"no"
"ALG5",-0.203365977134649,10.3245842911095,-0.958811865021701,0.344384580017176,0.647437934878848,-5.55080199811219,"ALG5",0.435137072839151,0.462956302524352,"no"
"XPO7",-0.204319635557512,9.60867608256017,-1.13563691900381,0.266797210455722,0.578087415781134,-5.26245578572459,"XPO7",0.388527227702872,0.573818715572656,"no"
"AP2S1",-0.204836916784343,12.1133061771444,-1.24405798662113,0.220684760388737,0.534931622795674,-5.33230841685726,"AP2S1",0.359522616721498,0.656227656451375,"no"
"H2AC20",-0.205871757789042,14.185917893696,-1.41495290238877,0.163647142078465,0.458498261041997,-5.19733250247796,"H2AC20",0.308152458272296,0.786091574776326,"no"
"HECTD1",-0.206603743692305,11.0929003742561,-2.10015389170152,0.0418809542253149,0.232645069425015,-4.05260290726878,"HECTD1",0.156358608395422,1.37798343181488,"no"
"KCNJ11",-0.208844693791004,10.8401563091853,-1.7178523188745,0.0925211301674621,0.349591636006282,-4.74939500346151,"KCNJ11",0.234957318664513,1.03375907085932,"no"
"SURF1",-0.210739017520021,13.054588089526,-1.9262498262854,0.0601082133242226,0.277711504829701,-4.41331881760405,"SURF1",0.186647344548887,1.22106618094776,"no"
"PDLIM1",-0.211080420908271,14.3672393072675,-0.37414637914471,0.709971238831205,0.881881551723552,-6.08503029340058,"PDLIM1",0.592704468389919,0.148759244337123,"no"
"PAFAH1B3",-0.212197028507731,12.8794184569272,-2.54916944180714,0.0141073687406935,0.129116012950538,-3.19128916124629,"PAFAH1B3",0.086777683087835,1.85055398184883,"no"
"SMAP",-0.212577904697895,8.30645055237998,-0.962198970170311,0.344428396021934,0.647437934878848,-5.4620253874935,"SMAP",0.435137072839151,0.462901050809378,"no"
"IGLC2",-0.212589019919081,15.669390594748,-1.44943935157166,0.153828057725682,0.444716708144955,-5.15122706554151,"IGLC2",0.298890003504459,0.812964443441671,"no"
"FN3KRP",-0.213258362765362,12.3798022274209,-1.41547746391636,0.1634942178322,0.458498261041997,-5.19663880679975,"FN3KRP",0.308152458272296,0.786497602073869,"no"
"LIN7C",-0.217442536526857,11.0664300757331,-1.50505674306031,0.139759415105844,0.424579972339461,-5.02556808417152,"LIN7C",0.285356288837929,0.854618925546848,"no"
"EGFLAM",-0.217530803805314,10.6579103722298,-1.34142276135679,0.186203091115908,0.49340396294776,-5.29223293309628,"EGFLAM",0.331612259026034,0.730013113669183,"no"
"CPA3",-0.217828447178784,13.4350672077356,-1.3308144233859,0.189644403910652,0.495967589313749,-5.30553919846328,"CPA3",0.33333524869447,0.722059968076305,"no"
"SPPL2A",-0.21799525292932,12.7282214636555,-2.12059738711452,0.0392395208579408,0.226708494255397,-4.0615887564631,"SPPL2A",0.152368690902433,1.40627630429981,"no"
"FKBP4",-0.218106305309679,11.9784923224274,-2.50213300623999,0.0158673579989681,0.136962853625824,-3.29281278900732,"FKBP4",0.0920514724327826,1.79949537960865,"no"
"GHITM",-0.218268920226418,10.5340650149875,-1.44156633787751,0.159082395673409,0.45319619241743,-5.00257187511295,"GHITM",0.304588986784148,0.798377877455305,"no"
"HHATL",-0.218328224083869,13.5283058065485,-2.10530850172386,0.0406138381569466,0.229138347175102,-4.09027069919093,"HHATL",0.154001772669735,1.3913259661461,"no"
"VAMP2",-0.219007797323934,10.6292459966774,-1.76705361374116,0.0884423443607302,0.340881388759339,-4.485492273066,"VAMP2",0.229103241715114,1.05333975400112,"no"
"PIP4K2B",-0.219314434508332,10.6201177263605,-2.19875367226901,0.0329414550535824,0.20308778970881,-3.90533900546229,"PIP4K2B",0.136493432933925,1.48225722156623,"no"
"ACOT1",-0.219778786110796,10.0851014475653,-0.8237030616073,0.414633463614571,0.707833047464829,-5.78556649560149,"ACOT1",0.475728071742192,0.382335650441192,"no"
"NEU3",-0.219918671025926,11.2949630054139,-0.669580729526156,0.506531826924845,0.775534390347492,-5.9162290810625,"NEU3",0.521229520733985,0.295393261412132,"no"
"DENND10",-0.221148602936847,10.2317894852197,-1.54817308473306,0.138800149267401,0.423009979391315,-4.65550724996453,"DENND10",0.284301111037817,0.857610066835245,"no"
"AAMDC",-0.221634838723137,15.8106491120276,-1.27362007857564,0.209035389244936,0.522679121589897,-5.37559169384403,"AAMDC",0.351287823512111,0.679780182536211,"no"
"CA4",-0.221787439586077,12.6313638964476,-1.36135616588189,0.180302203455067,0.486714655955954,-5.24049355098241,"CA4",0.327116437408351,0.743998965776048,"no"
"OSTC",-0.222354734086062,10.1552250607899,-1.71171318415008,0.0948533100637758,0.351405331780684,-4.69897116968696,"OSTC",0.236176286889539,1.0229475090837,"no"
"SULT1A3",-0.22237166868954,11.6116334910092,-1.62814266125787,0.110153305130741,0.37641037251512,-4.89628909361636,"SULT1A3",0.252981944459546,0.958002467387403,"no"
"CD34",-0.22414977270142,10.5849694624339,-1.78953943709315,0.0807072530397694,0.326338023160807,-4.602016522073,"CD34",0.219328779647242,1.09308743413042,"no"
"MYH4",-0.226203541489362,17.5770300905247,-0.387958699468496,0.699791079040351,0.881003354093157,-6.07991023835944,"MYH4",0.592114239851124,0.155031598218137,"no"
"SNX1",-0.226411712811151,9.83119808735993,-1.64972576618762,0.107200890227294,0.375409609229711,-4.78089210036048,"SNX1",0.2523093406729,0.969801608120899,"no"
"SERPINA3",-0.227127707356866,14.9750836906292,-1.93153859237218,0.0594339044046827,0.275036832100643,-4.40412262102245,"SERPINA3",0.184849721642618,1.22596573860077,"no"
"GALE",-0.228101903309867,11.3330063584075,-1.35439777841244,0.182818666083332,0.491208028255588,-5.23040910405651,"GALE",0.330136391544966,0.737979464164942,"no"
"CFH",-0.228941665595469,13.0403841082711,-2.48976271986761,0.0163621995878891,0.139151095610278,-3.31927643340189,"CFH",0.0935221697158473,1.78615831407112,"no"
"MPDU1",-0.229365388770356,10.674241698703,-1.45105203821783,0.155878583969429,0.447607527473968,-5.0165216067974,"MPDU1",0.30083289654975,0.807213548074731,"no"
"LAMA4",-0.229661551367576,12.2860278346366,-2.3459372049361,0.023231219511215,0.169558495824893,-3.61957182855502,"LAMA4",0.113958703334336,1.63392799153038,"no"
"AKT2",-0.230251882568391,10.7572892346648,-1.42131006303871,0.162753409827454,0.457807723849696,-5.1310179252275,"AKT2",0.307688354585506,0.788469903812092,"no"
"PLG",-0.230598511131948,12.497550705102,-2.15796941498379,0.0360504207800314,0.215182946395094,-3.9907664779987,"PLG",0.144622476340974,1.44308966183556,"no"
"FKBP2",-0.231410767783924,13.2792722759987,-2.29990842886405,0.0259219341481595,0.177092265756265,-3.71273939907942,"FKBP2",0.11902208071582,1.58633259699379,"no"
"RCC1",-0.233387170854039,15.1374351159894,-2.09001258425006,0.0422735733269578,0.23297332144163,-4.10159606673474,"RCC1",0.156579223552441,1.37393104030467,"no"
"UAP1L1",-0.23417235722358,10.3634894645273,-1.4549920758329,0.156716172374836,0.449011378147685,-4.92374620663464,"UAP1L1",0.301776411657463,0.804886184062757,"no"
"ADH1B",-0.234726007819647,12.5807211240411,-1.57770333410576,0.121314133729626,0.393225597441013,-4.97093798613881,"ADH1B",0.264283302256497,0.916088598612362,"no"
"SNRPGP15",-0.235797714628974,10.9135752867098,-1.69385460932403,0.0973308071103928,0.35654983087581,-4.77027426386865,"SNRPGP15",0.239633857348236,1.01174967524646,"no"
"S100A16",-0.237571842584888,12.3067488885894,-1.17001765938606,0.247868806320938,0.561215211133687,-5.49516551813382,"S100A16",0.377187574359874,0.605778124684758,"no"
"AKAP2",-0.237588022181916,9.6103768116971,-1.47430007118402,0.150422661150278,0.440272621417514,-4.94675279051262,"AKAP2",0.295903173746972,0.822686732420152,"no"
"ZNF512",-0.238196324857576,12.2110156975773,-1.34106959139998,0.188489450276184,0.494839143291781,-5.17107703119189,"ZNF512",0.332576830516598,0.724712952169353,"no"
"ADIPOQ",-0.2385852542119,14.0700624215243,-2.30819912626396,0.0254176489492183,0.17572921323884,-3.69606519529707,"ADIPOQ",0.118105985673182,1.59486462276712,"no"
"PHIP",-0.239740062712366,14.783312678809,-0.84686763565697,0.401343094078048,0.69535585350181,-5.80602189298282,"PHIP",0.467342264600184,0.396484205540329,"no"
"PMVK",-0.241491242186976,12.228316730765,-2.1892444430303,0.0339040316696151,0.207087549371823,-3.9110413536332,"PMVK",0.13918163456386,1.46974865496042,"no"
"FLOT1",-0.241977223440394,11.4808081343591,-2.02231821135543,0.048831635599444,0.247626072954506,-4.24297098979436,"FLOT1",0.16642720288585,1.31129872892258,"no"
"CCDC43",-0.242304245057161,10.8432518153697,-1.12105231090614,0.268758654152477,0.578470467871034,-5.49060359752227,"CCDC43",0.388784673484413,0.570637542368789,"no"
"UBQLN4",-0.242891392274613,9.32873233746568,-1.47479699811539,0.149416059534953,0.438680098577891,-4.9824286601254,"UBQLN4",0.294832853814309,0.82560272117806,"no"
"ECM1",-0.244726436993162,10.9859700133703,-1.4818093248133,0.146387117835244,0.434004557570861,-5.0288328932353,"ECM1",0.291690465767308,0.834497139802407,"no"
"LUM",-0.246008435333378,15.4826886470928,-1.3619467244358,0.179680694735256,0.485641067075228,-5.26621265602432,"LUM",0.326394888209848,0.74549858188012,"no"
"RPS6KA6",-0.246085285891272,16.636484461048,-1.0367518981997,0.306371198254978,0.609570852014564,-5.54042880756542,"RPS6KA6",0.409686955218833,0.51375206484514,"no"
"GABARAP",-0.246440310156709,10.7081713914282,-1.43126805081872,0.15971915818798,0.453866299325146,-5.1309785256596,"GABARAP",0.305039359464839,0.796642987453898,"no"
"ART3",-0.247304230198139,12.8811155346728,-1.91152135653881,0.0620206601313036,0.283285183985192,-4.43881622845807,"ART3",0.190393362973214,1.20746361555989,"no"
"COL1A1",-0.248488020440449,11.3067084278434,-0.731063491919173,0.468513973507963,0.74811541638024,-5.8756681131354,"COL1A1",0.502801480871608,0.329277451677161,"no"
"ANXA4",-0.248669620095164,12.5097856527608,-3.38020332924223,0.00146190534863773,0.0398745431851229,-1.18608984710776,"ANXA4",0.0267993132123459,2.83508074495342,"yes"
"HOOK2",-0.249493880911686,9.99696868383989,-0.886181274583558,0.385021999700617,0.683508882473448,-5.45381006382873,"HOOK2",0.459380024487923,0.414514454710683,"no"
"MT-ND2",-0.2495246746363,13.7015669261555,-1.85563507108529,0.0697566259579507,0.304597798182054,-4.53404639051425,"MT-ND2",0.204717374676217,1.15641453385647,"no"
"PAK1",-0.250186808621971,10.9102160849835,-1.59176796780252,0.118257913673728,0.389228985645592,-4.94251573827612,"PAK1",0.261597216279376,0.927169787166608,"no"
"KCMF1",-0.250715761318808,9.73824844322189,-1.56302890667922,0.131033258035857,0.411473644157706,-4.73797661518806,"KCMF1",0.276547646382115,0.882618460464222,"no"
"SRA1",-0.254004691969763,10.88451626298,-2.33815041661827,0.0240780842336518,0.172636363598927,-3.61453342688272,"SRA1",0.116027309916725,1.61837807056421,"no"
"MYH7",-0.25469239519963,20.4032613111562,-0.378825186715963,0.706516696010329,0.881420697877308,-6.08331657110808,"MYH7",0.592394732764529,0.150877570688063,"no"
"ABRACL",-0.255094289948401,9.91692930961469,-1.30889492614616,0.202384211212218,0.515369573627938,-5.07200654003583,"ABRACL",0.346375143651084,0.693823371530228,"no"
"GON7",-0.255233255596943,10.7696881621991,-1.22069066494114,0.232314606205932,0.546745314034042,-5.18672530501709,"GON7",0.367462489793426,0.6339234841506,"no"
"EIF4EBP1",-0.25573739938757,11.7417781362789,-1.81547188330812,0.0758082262480134,0.316402770377716,-4.60098673301436,"EIF4EBP1",0.212651387759848,1.1202836648129,"no"
"LAMA2",-0.256718849142018,14.3220590038027,-3.09813407478933,0.00327660907323421,0.0617415944976094,-1.90826294382977,"LAMA2",0.0414959569941463,2.48457537047748,"yes"
"DDAH2",-0.256912082213566,10.1995774385497,-1.63434628315057,0.110194365037378,0.37641037251512,-4.81358541853885,"DDAH2",0.252981944459546,0.957840613249596,"no"
"PEX14",-0.257045559943625,9.78322880231855,-1.11681199268588,0.275511377468212,0.584460185848288,-5.25553601170347,"PEX14",0.392810307768944,0.559860461895186,"no"
"IGKV2-30",-0.257706098713426,11.4426371886365,-1.5767306607067,0.121989847732579,0.393225597441013,-4.94723671606526,"IGKV2-30",0.264283302256497,0.913676310777558,"no"
"COL3A1",-0.263868641605796,11.1387525400887,-0.527801698285565,0.602444758439993,0.833420459972409,-5.71919272809144,"COL3A1",0.560134214972304,0.220082769839549,"no"
"SNTB2",-0.264469844882123,13.6766453266723,-1.86309835136749,0.0686783903330591,0.301333894537701,-4.52146873099431,"SNTB2",0.20252373509886,1.16317989227732,"no"
"PITHD1",-0.265169031075523,12.4418242473811,-1.37276814096639,0.17659854825281,0.480768285753401,-5.23446276175736,"PITHD1",0.323119936763943,0.753012870907857,"no"
"DHRS11",-0.265438858355685,12.2569068752751,-2.06894049186065,0.0440532941330674,0.238284515920513,-4.15781142418639,"DHRS11",0.160148828443221,1.35602161119463,"no"
"HPR",-0.265942307762451,10.4265306693245,-1.20243387605873,0.235598662226957,0.548208993704857,-5.42981362477761,"HPR",0.368446215419036,0.627827179882814,"no"
"APOO",-0.268215503917943,10.652126194373,-1.27910344058318,0.207850741238385,0.521526272402317,-5.31742865934675,"APOO",0.350513004191395,0.682248422371785,"no"
"GALT",-0.268824494788539,12.595727141723,-2.68629382195777,0.0099432166420531,0.107990992688885,-2.88737170845576,"GALT",0.0725797515408622,2.00247309810683,"no"
"AKAP7",-0.270171723714471,9.79554357398947,-1.49192517818027,0.143724880949499,0.431623783101465,-5.01292968691978,"AKAP7",0.290090369174425,0.842468042417572,"no"
"ATXN10",-0.271059341215413,11.0000367774571,-1.99817178957083,0.051478458698013,0.255883442114433,-4.28644112783337,"ATXN10",0.171976904644174,1.28837446466137,"no"
"TMEM205",-0.271485801341262,13.3032720243344,-1.94881087605621,0.0572766581944661,0.272040536366797,-4.37394078420452,"TMEM205",0.182835938877124,1.24202232886432,"no"
"EIF1AY",-0.27204796300302,10.0433131038036,-0.917612712347086,0.36564545097632,0.668032848646851,-5.56920871998527,"EIF1AY",0.44897872469426,0.436939825297772,"no"
"CASQ2",-0.274071095543562,17.7165745457698,-0.860872361111622,0.393661098852231,0.691605696521012,-5.79453698858929,"CASQ2",0.464821818634012,0.404877499582488,"no"
"CSMD3",-0.275461828825582,11.1145396328851,-1.64629537087651,0.108605703082248,0.375409609229711,-4.7574693094355,"CSMD3",0.2523093406729,0.96414736855824,"no"
"IGKC",-0.27665725751568,17.5350052658543,-1.58925672795801,0.118680191934575,0.390142523771243,-4.95402442909805,"IGKC",0.262211196839531,0.92562175999541,"no"
"MAOB",-0.279132563798793,13.7866587161528,-2.08137161393006,0.0428501035327093,0.235308282828192,-4.13483400013021,"MAOB",0.15814852959431,1.36804812441453,"no"
"POTEKP",-0.27932321852672,10.6713049470448,-1.25898296752094,0.216096355161999,0.531052716943155,-5.28422313839221,"POTEKP",0.356915639824478,0.665352558180991,"no"
"TPM3",-0.279925546478033,19.1378252732211,-0.383436448955782,0.703118118126703,0.881420697877308,-6.0816068831668,"TPM3",0.592394732764529,0.152971710909663,"no"
"MIA3",-0.279989061177407,10.281853947418,-1.35349709107829,0.184777243491242,0.491432465853552,-5.14184393508748,"MIA3",0.330287233987387,0.733351515987856,"no"
"CNBP",-0.28009626173972,11.1013845048336,-1.72278185652773,0.0914758108020708,0.348673166415698,-4.75062033869052,"CNBP",0.234340023712197,1.03869373242562,"no"
"AKT1S1",-0.280784194565944,11.3214395350665,-2.57602389681538,0.0134129814073452,0.125144418761735,-3.12188415472082,"AKT1S1",0.0841084112136992,1.8724746774173,"no"
"XPO4",-0.281127559780314,13.0543711355757,-0.988323715251104,0.32837465794898,0.635712833845126,-5.65389971642189,"XPO4",0.427256740427811,0.4836303665879,"no"
"IGHG3",-0.28298520403338,11.6305842478639,-1.88196766304337,0.0660151783122187,0.294628586942334,-4.48947617911317,"IGHG3",0.198017159622895,1.18035619931604,"no"
