"","logFC","AveExpr","t","P.Value","adj.P.Val","B","protein","q","-log10p","regulated_q"
"SNRPE",0.0263657179341887,12.3976326127447,0.158448733085112,0.875410728069689,0.95110039284022,-6.16114459270801,"SNRPE",0.614353928721401,0.0577881354554629,""
"MARS1",0.0261114281181118,12.251453521583,0.115016017315497,0.909507988336608,0.968068407383946,-6.10126476466052,"MARS1",0.62531425055074,0.0411934821142165,""
"KTN1",0.0260371660254162,12.4009209731109,0.278345365863882,0.783098601583962,0.907229071386191,-6.13510074248974,"KTN1",0.586015680838867,0.106183551571946,""
"TXNDC17",0.0259866681593159,15.259828359055,0.226135228833652,0.822984758820141,0.927557566490835,-6.14819192884781,"TXNDC17",0.599146671979809,0.08460820758433,""
"ARHGDIB",0.0256533015867966,11.0081657787566,0.193438438981868,0.848289422790033,0.941377387513054,-6.13466430302181,"ARHGDIB",0.608073449219247,0.0714559481257217,""
"DSTN",0.0252756961577632,12.1792955772949,0.198239685477169,0.844504238759591,0.940066112205596,-6.15408061728885,"DSTN",0.607226443852793,0.0733981662643394,""
"VBP1",0.0243766411722994,12.4277476777562,0.191439808694161,0.849769314368538,0.941449762438461,-6.15539910834651,"VBP1",0.608120199089292,0.0706989555729697,""
"EIF1AY",0.0238935911543106,10.3388292635122,0.102672722390291,0.919181609580494,0.969965123921957,-6.09782465913028,"EIF1AY",0.626539415912431,0.0365986733293546,""
"DDOST",0.0238645853164314,13.7511565433606,0.134502727937872,0.894111271031989,0.959508506091875,-6.16463761731306,"DDOST",0.619785066641409,0.0486084304343859,""
"GMPR2",0.0238624001664807,10.5459101819334,0.119747208980785,0.905753963119697,0.967195342652976,-6.1141274295164,"GMPR2",0.624750302989013,0.0429897570370079,""
"UBE2D3",0.023561448493421,12.2222395434389,0.0585746810239692,0.953836021220731,0.983115107028321,-6.10136304265525,"UBE2D3",0.63503351794922,0.0205262806419296,""
"AGO2",0.0235578529096969,11.0610903785375,0.181055221272841,0.857823670659366,0.945673884340342,-6.15732414440565,"AGO2",0.610848729016684,0.0666019740739664,""
"TMEM143",0.0228537764368859,13.3067162669776,0.19200533182066,0.849331160390822,0.941377387513054,-6.15529120254399,"TMEM143",0.608073449219247,0.0709229421609212,""
"PACSIN2",0.0227001253605028,12.2030920996794,0.231141676687437,0.819137034938171,0.925405207057515,-6.1470534844185,"PACSIN2",0.597756376608432,0.0866434382406375,""
