"","logFC","AveExpr","t","P.Value","adj.P.Val","B","protein","q","-log10p","regulated_q"
"MECR",0.083554897321128,14.444575856439,2.09906988400742,0.0385657571549561,0.127191553516806,-4.51683295994875,"MECR",0.063161596898115,1.413798137788,""
"OSBPL1A",0.0830372367563932,12.5825849724139,2.12015512520869,0.0367001931998755,0.123309207163943,-4.47468026648094,"OSBPL1A",0.0612336764617474,1.43533164949671,""
"CAPZA1",0.0829811245156566,13.0865248277964,1.69042397844371,0.0943522014289112,0.233000156914895,-5.25701450085899,"CAPZA1",0.115704711369152,1.02524796240658,""
"MT-CO1",0.0828915754539672,15.5097025636583,0.774779775718924,0.440468099038626,0.62711454140323,-6.35836609723279,"MT-CO1",0.311416558551771,0.356085539949286,""
"FMC1",0.0823015425532043,12.1517660406621,0.947825100808887,0.345890782207983,0.53664567290074,-6.17972982110621,"FMC1",0.266490947957449,0.461061011531605,""
"S100A1",0.0821638653118502,16.949291158558,1.36608165573748,0.175299638264932,0.352605894201275,-5.73269885049826,"S100A1",0.175099295021171,0.756218980082509,""
"MAPRE1",0.081768120567145,12.0420968992448,1.83845426966148,0.0692408649431192,0.187742969656556,-5.00595450878008,"MAPRE1",0.0932306072378901,1.15963751564243,""
"SNTA1",0.081736074413528,14.5121144474711,1.99160530996447,0.0493971853179671,0.149289233481996,-4.72571145847436,"SNTA1",0.074135004453519,1.30629779673832,""
"SCFD1",0.0817328974786227,13.0249054924136,2.23831185266872,0.0276545177255992,0.101094193624448,-4.22745009263147,"SCFD1",0.0502020026479486,1.55823391090436,""
"COA1",0.0817173175460066,12.3771894102383,1.31437723818688,0.192235767019237,0.371430830725357,-5.77230316892235,"COA1",0.184447502661466,0.716165805148534,""
"MYL9",0.0813982753933358,12.7198822205493,1.1442774631418,0.255527151028869,0.442769537393433,-6.00471764618807,"MYL9",0.219873334874503,0.592562947131857,""
"PARVB",0.0812561605057285,11.5769630255476,1.24576724351122,0.216066529351607,0.398613640329514,-5.88601106403312,"PARVB",0.197946116486865,0.665412504027135,""
